,File name,Path,Rule,false-positive,true-positive
104,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.AppConfiguration/configurationStores/{configStoreName}/privateEndpointConnections,Lowercase letters should be preferred in URI paths,0,1
105,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.AppConfiguration/configurationStores/{configStoreName}/privateLinkResources,Lowercase letters should be preferred in URI paths,0,1
106,Apps Script API,/v1/processes:listScriptProcesses,Lowercase letters should be preferred in URI paths,0,1
107,Azure Resource Graph Query,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ResourceGraph/queries,Lowercase letters should be preferred in URI paths,0,1
108,Azure SQL Database364,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Sql/servers/{serverName}/databases/{databaseName}/metricDefinitions,Lowercase letters should be preferred in URI paths,0,1
109,Azure SQL Database364,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Sql/servers/{serverName}/elasticPools/{elasticPoolName}/metricDefinitions,Lowercase letters should be preferred in URI paths,0,1
110,Cosmos DB170,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.DocumentDB/databaseAccounts/{accountName}/privateEndpointConnections,Lowercase letters should be preferred in URI paths,0,1
111,Customer Lockbox,/providers/Microsoft.CustomerLockbox/operations,Lowercase letters should be preferred in URI paths,0,1
112,Customer Lockbox,/subscriptions/{subscriptionId}/providers/Microsoft.CustomerLockbox/requests,Lowercase letters should be preferred in URI paths,0,1
113,Customer Lockbox,/subscriptions/{subscriptionId}/providers/Microsoft.CustomerLockbox/requests/{requestId}/UpdateApproval,Lowercase letters should be preferred in URI paths,0,1
114,Google Workspace Alert Center API,/v1beta1/alerts:batchDelete,Lowercase letters should be preferred in URI paths,0,1
115,Google Workspace Alert Center API,/v1beta1/alerts:batchUndelete,Lowercase letters should be preferred in URI paths,0,1
116,IoTSpacesClient,/providers/Microsoft.IoTSpaces/operations,Lowercase letters should be preferred in URI paths,0,1
117,IoTSpacesClient,/subscriptions/{subscriptionId}/providers/Microsoft.IoTSpaces/Graph,Lowercase letters should be preferred in URI paths,0,1
118,IoTSpacesClient,/subscriptions/{subscriptionId}/providers/Microsoft.IoTSpaces/checkNameAvailability,Lowercase letters should be preferred in URI paths,0,1
119,IoTSpacesClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.IoTSpaces/Graph,Lowercase letters should be preferred in URI paths,0,1
120,KustoManagementClient,/providers/Microsoft.Kusto/operations,Lowercase letters should be preferred in URI paths,0,1
121,KustoManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Kusto/clusters/{clusterName}/attachedDatabaseConfigurations,Lowercase letters should be preferred in URI paths,0,1
122,KustoManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Kusto/clusters/{clusterName}/checkNameAvailability,Lowercase letters should be preferred in URI paths,0,1
123,KustoManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Kusto/clusters/{clusterName}/databases/{databaseName}/listPrincipals,Lowercase letters should be preferred in URI paths,0,1
124,KustoManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Kusto/clusters/{clusterName}/databases/{databaseName}/principalAssignments,Lowercase letters should be preferred in URI paths,0,1
125,KustoManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Kusto/clusters/{clusterName}/detachFollowerDatabases,Lowercase letters should be preferred in URI paths,0,1
126,NBA v3 RotoBaller Premium News,/{format}/RotoBallerPremiumNews,Lowercase letters should be preferred in URI paths,0,1
127,NetworkManagementClient245,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/networkWatchers/{networkWatcherName}/connectionMonitors,Lowercase letters should be preferred in URI paths,0,1
128,ServiceBusManagementClient313,/providers/Microsoft.ServiceBus/operations,Lowercase letters should be preferred in URI paths,0,1
129,ServiceBusManagementClient313,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ServiceBus/namespaces,Lowercase letters should be preferred in URI paths,0,1
130,Twilio - Insights,/v1/Conferences/{ConferenceSid},Lowercase letters should be preferred in URI paths,0,1
131,Twilio - Insights,/v1/Conferences/{ConferenceSid}/Participants,Lowercase letters should be preferred in URI paths,0,1
132,Twilio - Insights,/v1/Conferences/{ConferenceSid}/Participants/{ParticipantSid},Lowercase letters should be preferred in URI paths,0,1
133,Twilio - Insights,/v1/Video/Rooms,Lowercase letters should be preferred in URI paths,0,1
134,Twilio - Insights,/v1/Video/Rooms/{RoomSid},Lowercase letters should be preferred in URI paths,0,1
135,Twilio - Insights,/v1/Voice/Summaries,Lowercase letters should be preferred in URI paths,0,1
136,Twilio - Insights,/v1/Voice/{CallSid}/Metrics,Lowercase letters should be preferred in URI paths,0,1
137,Twilio - Insights,/v1/Voice/{Sid},Lowercase letters should be preferred in URI paths,0,1
138,Visual Studio Projects Resource Provider Client,/providers/microsoft.visualstudio/pipelineTemplates,Lowercase letters should be preferred in URI paths,0,1
139,VM Insights Onboarding,/{resourceUri}/providers/Microsoft.Insights/vmInsightsOnboardingStatuses/default,Lowercase letters should be preferred in URI paths,0,1
140,,,,,
141,,,Total violations,Total false positives,Total true positives
142,,,140,0,140
