filename;violations
Report_LetMC-Api-V3,-reporting.md;12
Report_LGTM-API-specificati.md;47
Report_LH-Partner-API.md;51
Report_LH-Public-API.md;49
Report_Library-Agent-API.md;17
Report_LibreTranslate.md;3
Report_Life-Insurance-Corporation-of-India.md;2
Report_link.fish-API.md;15
Report_Linode-API.md;505
Report_Listing-API.md;5
Report_Local-Search-Client.md;3
Report_Local-Services-API.md;8
Report_Locati.md;9
Report_Locations-API.md;17
Report_LogicAppsManagementClient.md;76
Report_Logistics-API.md;34
Report_LoL-v3-Projecti.md;6
Report_LoL-v3-Score.md;31
Report_LoL-v3-Stat.md;40
Report_Lords-Votes-API.md;26
Report_LotaData.md;4
Report_LUIS-Programmatic.md;128
Report_Lumminary-API.md;45
Report_Lyft.md;29
Report_M-Bus-HTTPD-API.md;41
Report_Machine-Learning-Compute-Management-Client.md;30
Report_Machine-Learning-Workspaces-Management-Client.md;29
Report_Madhya-Pradesh-Medical-Science-University,-Jabalpur-M.P.,-Madhya-Pradesh.md;4
Report_Maharashtra-Council-of-Indian-Medicine.md;4
Report_Maharashtra-State-Board-of-Secondary-and-Higher-Secondary-Education,-Maharashtra.md;8
Report_MailboxValidator-Disposable-Email-Checker.md;4
Report_MailboxValidator-Email-Validati.md;4
Report_MailboxValidator-Free-Email-Checker.md;4
Report_Mailscript.md;65
Report_Mailsquad.md;10
Report_MaintenanceManagementClient.md;43
Report_Managed-Service-for-Microsoft-Active-Directory-API.md;103
Report_Managed-Streaming-for-Kafka-Connect.md;24
Report_Managed-Streaming-for-Kafka.md;63
Report_ManagedLabsClient.md;192
Report_ManagedNetworkManagementClient.md;54
Report_ManagedServiceIdentityClient.md;18
Report_ManagedServicesClient.md;31
Report_Management-Group.md;49
Report_Management-Groups280.md;12
Report_ManagementLinkClient.md;18
Report_ManagementLockClient.md;49
Report_Manav-Rachna-International-Institute-of-Research--Studie.md;2
Report_Manufacturer-Center-API.md;9
Report_Map.md;98
Report_MariaDBManagementClient.md;93
Report_MariaDBManagementClient183.md;6
Report_MariaDBManagementClient184.md;25
Report_MariaDBManagementClient185.md;13
Report_MariaDBManagementClient186.md;6
Report_MariaDBManagementClient187.md;20
Report_Marketcheck-API.md;66
Report_Marketing-API.md;312
Report_Marketing-Events-Extensi.md;44
Report_Marketplace-RP-Service.md;17
Report_MarketplaceOrdering.Agreement.md;19
Report_mart-me.md;137
Report_MasterCard-ABU-API.md;4
Report_MasterCard-Bin-Table-Listing.md;1
Report_Mastodon-API.md;7
Report_MATCH-API.md;13
Report_Max-Life-Insurance-Co.-Ltd.md;2
Report_MDES-Customer-Service.md;22
Report_Meark-Enterprise-Pvt.-Ltd.md;2
Report_Medcorder-Nearby-Doctor-API.md;0
Report_Media-API.md;8
Report_MediaServicesManagementClient.md;37
Report_Medium.com---Unofficial-API-Spec.md;10
Report_Meghalaya-Board-of-School-Education,-Tura,-Meghalaya.md;4
Report_Members-API.md;208
Report_Meraki-Dashboard-API.md;1229
Report_Merchant-Identifier-API-V2.md;1
Report_Meshery-API.md;224
Report_Metadata-API.md;61
Report_Metadata.md;103
Report_MetaPub.md;69
Report_Miataru.md;15
Report_Microsoft-Insight.md;17
Report_Microsoft-NetApp.md;130
Report_Microsoft-Storage-Sync.md;138
Report_Microsoft.ResourceHealth.md;42
Report_Microsoft.ResourceHealth279.md;49
Report_Microsoft.Support.md;50
Report_MicrosoftSerialConsoleClient.md;16
Report_Migrate-to-Virtual-Machines-API.md;99
Report_Ministry-of-Petroleum-and-Natural-Gas(BPCL).md;2
Report_Ministry-of-Petroleum-and-Natural-Gas-(HPCL).md;2
Report_Ministry-of-Petroleum-and-Natural-Gas-(IOCL).md;4
Report_Ministry-of-Road-Transport-and-Highway.md;10
Report_Ministry-of-Skill-Development-And-Entrepreneurship.md;1
Report_Mixed-Reality.md;27
Report_Mixed-Reality196.md;10
Report_Mixed-Reality197.md;17
Report_Mixed-Reality198.md;17
Report_Mizoram-Police,-Mizoram.md;2
Report_Mizoram-State-Board-of-School-educati.md;8
Report_ML-Team-Account-Management-Client.md;37
Report_MLB-v3-Play-by-Play.md;4
Report_MLB-v3-Projecti.md;7
Report_MLB-v3-RotoBaller-Article.md;6
Report_MLB-v3-RotoBaller-Premium-New.md;7
Report_MLB-v3-Score.md;34
Report_MLB-v3-Stat.md;62
Report_Mobility-API.md;2
Report_Mon-voyage-pas-cher.com-Public-API.md;23
Report_MonitorManagementClient.md;4
Report_MonitorManagementClient199.md;6
Report_MonitorManagementClient200.md;15
Report_MonitorManagementClient201.md;15
Report_MonitorManagementClient202.md;9
Report_MonitorManagementClient203.md;6
Report_MonitorManagementClient204.md;8
Report_MonitorManagementClient205.md;12
Report_MonitorManagementClient206.md;4
Report_MonitorManagementClient207.md;10
Report_MonitorManagementClient208.md;20
Report_MonitorManagementClient209.md;5
Report_MonitorManagementClient210.md;5
Report_MonitorManagementClient211.md;5
Report_MonitorManagementClient212.md;4
Report_MonitorManagementClient213.md;4
Report_MonitorManagementClient214.md;7
Report_MonitorManagementClient215.md;12
Report_MonitorManagementClient216.md;4
Report_Moon-by-Ai-Weiwei--Olafur-Elia.md;9
Report_Most-Popular-API.md;15
Report_Motor-Vehicle-Department,-Kerala.md;4
Report_Motor-Vehicle-Department,-Maharashtra.md;4
Report_Motor-Vehicle-Department,-Nagaland.md;4
Report_Motor-Vehicle-Department,-Odisha.md;4
Report_Movie-Reviews-API.md;12
Report_ms77.io-API.md;13
Report_Mtaa-API-Documentati.md;18
Report_Musixmatch-API.md;62
Report_My-Business-Account-Management-API.md;16
Report_My-Business-Business-Calls-API.md;4
Report_My-Business-Business-Information-API.md;29
Report_My-Business-Lodging-API.md;8
Report_My-Business-Notifications-API.md;2
Report_My-Business-Place-Actions-API.md;8
Report_My-Business-QA-API.md;13
Report_My-Business-Verifications-API.md;19
Report_MySQLManagementClient.md;101
Report_MySQLManagementClient217.md;6
Report_MySQLManagementClient218.md;25
Report_MySQLManagementClient219.md;13
Report_MySQLManagementClient220.md;6
Report_MySQLManagementClient221.md;20
Report_Name-Generation-API.md;0
Report_NASCAR-v2.md;9
Report_National-e-Governance-Divisi.md;2
Report_National-Health-Authority.md;2
Report_National-Institute-of-Electronics-and-Information-Technology.md;2
Report_National-Institute-of-Open-Schooling.md;12
Report_National-Institute-of-Technology,-Patna.md;2
Report_National-Institute-Of-Technology-Arunachal-Pradesh.md;2
Report_National-Insurance-Company-Ltd.md;20
Report_National-Skill-Development-Corporation-(NSDC).md;4
Report_Native-Ads-Publisher-API.md;4
Report_NaviPlan-API.md;417
Report_NBA-v3-Play-by-Play.md;4
Report_NBA-v3-Projecti.md;11
Report_NBA-v3-RotoBaller-Article.md;6
Report_NBA-v3-RotoBaller-Premium-New.md;7
Report_NBA-v3-Score.md;33
Report_NBA-v3-Stat.md;55
Report_NCERT.md;2
Report_Neblio-REST-API-Suite.md;99
Report_Negotiation-API.md;11
Report_NeoWs---(Near-Earth-Object-Web-Service).md;36
Report_Net-API.md;2
Report_Netatm.md;58
Report_Network-Connectivity-API.md;43
Report_Network-Management-API.md;40
Report_Network-Security-API.md;45
Report_Network-Services-API.md;68
Report_NetworkAdminManagementClient.md;4
Report_NetworkAdminManagementClient117.md;21
Report_NetworkAdminManagementClient127.md;4
Report_NetworkAdminManagementClient144.md;4
Report_NetworkExperiment.md;38
Report_NetworkManagementClient.md;308
Report_NetworkManagementClient222.md;65
Report_NetworkManagementClient223.md;15
Report_NetworkManagementClient224.md;8
Report_NetworkManagementClient225.md;8
Report_NetworkManagementClient226.md;15
Report_NetworkManagementClient227.md;4
Report_NetworkManagementClient228.md;15
Report_NetworkManagementClient229.md;5
Report_NetworkManagementClient230.md;7
Report_NetworkManagementClient231.md;15
Report_NetworkManagementClient232.md;4
Report_NetworkManagementClient233.md;70
Report_NetworkManagementClient234.md;28
Report_NetworkManagementClient235.md;26
Report_NetworkManagementClient236.md;26
Report_NetworkManagementClient237.md;16
Report_NetworkManagementClient238.md;15
Report_NetworkManagementClient239.md;59
Report_NetworkManagementClient240.md;15
Report_NetworkManagementClient241.md;38
Report_NetworkManagementClient242.md;15
Report_NetworkManagementClient243.md;33
Report_NetworkManagementClient244.md;129
Report_NetworkManagementClient245.md;24
Report_NetworkManagementClient246.md;4
Report_NetworkManagementClient247.md;23
Report_NetworkManagementClient248.md;39
Report_NetworkManagementClient249.md;15
Report_NetworkManagementClient250.md;15
Report_NetworkManagementClient251.md;27
Report_NetworkManagementClient252.md;25
Report_NetworkManagementClient253.md;4
Report_NetworkManagementClient254.md;26
Report_NetworkManagementClient255.md;4
Report_NetworkManagementClient256.md;2
Report_NetworkManagementClient257.md;64
Report_NetworkManagementClient258.md;152
Report_NetworkManagementClient259.md;15
Report_NetworkManagementClient260.md;25
Report_NetworkManagementClient261.md;22
Report_NetworkManagementClient262.md;8
Report_Neutrino-API.md;35
Report_New-India-Assurance-Co.-Ltd.md;14
Report_News-Search-Client.md;8
Report_Nexmo-Application-API.md;3
Report_Nexmo-Conversion-API.md;10
Report_NFL-v3-Play-by-Play.md;6
Report_NFL-v3-Projecti.md;25
Report_NFL-v3-RotoBaller-Article.md;6
Report_NFL-v3-RotoBaller-Premium-New.md;9
Report_NFL-v3-Score.md;73
Report_NHL-v3-Play-by-Play.md;4
Report_NHL-v3-Projecti.md;6
Report_NHL-v3-Score.md;34
Report_NHL-v3-Stat.md;56
Report_NIESBUD.md;2
Report_NLPCloud.md;18
Report_Nordigen-Account-Information-Services-API.md;62
Report_Notebooks-API.md;148
Report_NotificationHubsManagementClient.md;86
Report_Notion-API---Public-Beta.md;7
Report_NOWPayments-API.md;7
Report_NPR-Authorization-Service.md;10
Report_NPR-Identity-Service.md;8
Report_NPR-Listening-Service.md;15
Report_NPR-Sponsorship-Service.md;3
Report_NPR-Station-Finder-Service.md;2
Report_NSIDC-Web-Service-Documentation-Index.md;11
Report_Ntropy-Transaction-API.md;4
Report_Number-Insight-API.md;7
Report_Numbers-API.md;24
Report_Numbers-API429.md;4
Report_Numbers-API458.md;1
Report_OAuthService.md;7
Report_ODN-API.md;20
Report_ODWeather.md;73
Report_OMDb.md;2
Report_On-Demand-Scanning-API.md;24
Report_OnSched-API-Utility.md;6
Report_OnSched-API.md;181
Report_Open-Banking---Payments-initiation-service.md;23
Report_Open-Build-Service-API.md;368
Report_Open-Data-API.md;1
Report_Open-Policy-Agent-(OPA)-REST-API.md;20
Report_Open-Skills-API.md;8
Report_Open-States-API-v3.md;5
Report_Open-Targets-Platform-REST-API.md;85
Report_OpenALPR-CarCheck-API.md;2
Report_OpenAPI-Generator-Online.md;24
Report_OpenAPI-space.md;58
Report_OpenAQ.md;59
Report_OpenCage-Geocoder.md;2
Report_OpenChannel-Market-API.md;227
Report_OpenFIGI-API.md;1
Report_OpenFinTech.i.md;15
Report_OpenTrials-API.md;20
Report_OpenUV---Global-Real-Time-UV-Index-Forecast-API.md;3
Report_OPTIMADE-API.md;1
Report_Orbit-API.md;35
Report_Orders-API.md;29
Report_Organization-Policy-API.md;22
Report_OrgHunter.md;29
Report_OS-Config-API.md;51
Report_OSDB-REST-API-v1.md;14
Report_Otoroshi-Admin-API.md;387
Report_Owler.md;99
Report_Oxford-Dictionarie.md;84
Report_paccurate.i.md;2
Report_PageSpeed-Insights-API.md;4
Report_Palabras-aleatoria.md;14
Report_Panchayati-Raj-Department,-Himachal-Pradesh,-Himachal-Pradesh.md;2
Report_PandaScore-REST-API-for-All-Videogame.md;19
Report_Pandorabots-AIaaS.md;40
Report_papiNet-API.md;0
Report_Paramedical-Council,-Madhya-Pradesh.md;2
Report_PasswordUtility.Web.md;1
Report_Patchman-engine-API.md;154
Report_PatientView.md;76
Report_Paylocity-API.md;149
Report_Payment-Account-Reference-Inquiry-API.md;6
Report_Payment-Initiation-API.md;389
Report_Payments-Reseller-Subscription-API.md;28
Report_PAYONE-Link-API.md;8
Report_PayRun.IO.md;652
Report_PDF-Blocks-API.md;42
Report_PDF-Generator-API.md;13
Report_PdfBroker.io-API.md;32
Report_Peel-Tune-in-API.md;15
Report_PeeringManagementClient.md;99
Report_pendatasoft.md;106
Report_Pendo-Feedback-API.md;68
Report_People-API.md;98
Report_Personalized-Offer.md;8
Report_Personalizer-Client.md;24
Report_Personnel-Data.md;6
Report_Perspective-Comment-Analyzer-API.md;6
Report_PGIMER,-Chandigarh.md;3
Report_PhantAuth.md;8
Report_PI-Web-API-2018-SP1-Swagger-Sp.md;461
Report_Pim.md;10
Report_Pirates-API.md;0
Report_Platform-API.md;41
Report_Playable-Locations-API.md;10
Report_PocketSmith.md;62
Report_Poemist-API.md;3
Report_Policy-Analyzer-API.md;4
Report_Policy-Simulator-API.md;11
Report_Policy-Troubleshooter-API.md;4
Report_PolicyClient.md;32
Report_PolicyClient281.md;28
Report_PolicyClient282.md;34
Report_PolicyClient283.md;36
Report_PolicyEventsClient.md;40
Report_PolicyMetadataClient.md;8
Report_PolicyStatesClient.md;80
Report_PolicyTrackedResourcesClient.md;18
Report_Polling-Places-API.md;2
Report_Poly-API.md;7
Report_Polyg.md;36
Report_portal.md;18
Report_Portfolio-Optimizer.md;127
Report_PostgreSQLManagementClient.md;105
Report_PostgreSQLManagementClient265.md;6
Report_PostgreSQLManagementClient266.md;13
Report_PostgreSQLManagementClient267.md;6
Report_Postman-API.md;26
Report_Postmark-Account-level-API.md;38
Report_Postmark-API.md;67
Report_posty_API.md;85
Report_Power-BI-Embedded-Management-Client.md;29
Report_PowerBIDedicated.md;42
Report_PowerDNS-Authoritative-HTTP-API.md;57
Report_Pramerica-Life-Insurance-Ltd.md;2
Report_Price-Management.md;10
Report_Pricing-API.md;12
Report_Prime-ReportStream.md;37
Report_PrivateDnsManagementClient.md;31
Report_Product-Finder-API.md;21
Report_Profile.md;21
Report_Progress-to-Rate-Limit-API.md;10
Report_Provider-API-Client.md;12
Report_Proximity-Beacon-API.md;55
Report_Psycholinguistic-Text-Analytic.md;8
Report_PTV-Timetable-API---Version-3.md;51
Report_Public-Api.md;193
Report_Public-Health-Engineering-Department,-Haryana,-Haryana.md;6
Report_PubSub-Lite-API.md;58
Report_Punjab-School-Education-Board,-Punjab.md;10
Report_Punjab-State-eGovernance-Society,-Punjab.md;13
Report_Qakka.md;10
Report_QnAMaker-Client.md;28
Report_QnAMaker-Runtime-Client.md;8
Report_Qualpay-Payment-Gateway-API.md;15
Report_Qualtrics-API.md;8
Report_Quick-start---Telematics-SDK.md;27
Report_Quicksold-REST-API.md;6
Report_Radio--Music-Service.md;40
Report_Rail-Station-Informati.md;47
Report_Rajasthan-Board-of-Secondary-Educati.md;4
Report_Random-Lottery-Number-generator-API.md;1
Report_Random-Lovecraft.md;0
Report_Randommer-API.md;48
Report_RAWG-Video-Games-Database-API.md;5
Report_Real-time-Bidding-API.md;14
Report_Real-Time-Bus-Predicti.md;5
Report_Real-Time-Rail-Predicti.md;10
Report_reCAPTCHA-Enterprise-API.md;35
Report_Recommendation-API.md;4
Report_Recommendations-AI-(Beta).md;58
Report_Recommendations-API-Client.md;53
Report_Recommender-API.md;30
Report_RecoveryServicesBackupClient.md;11
Report_RecoveryServicesBackupClient272.md;147
Report_RecoveryServicesBackupClient273.md;163
Report_RecoveryServicesBackupClient274.md;83
Report_RecoveryServicesBackupClient275.md;7
Report_RecoveryServicesBackupClient276.md;4
Report_RecoveryServicesBackupClient277.md;3
Report_RecoveryServicesClient.md;8
Report_RecoveryServicesClient269.md;4
Report_RecoveryServicesClient270.md;29
Report_RecoveryServicesClient271.md;3
Report_Redact-API.md;1
Report_Redeal-Analytics-API.md;1
Report_Redeal-Analytics-API441.md;1
Report_redirection.i.md;223
Report_RedisManagementClient.md;99
Report_Redshift-Data-API-Service.md;44
Report_Refuge-Restrooms-API.md;16
Report_Registry.md;35
Report_Regulations.gov.md;24
Report_Reimbursements-API.md;7
Report_Reisezentren-API.md;6
Report_Relay.md;101
Report_Reliance-General-Insurance-Company-Ltd.md;12
Report_RemediationsClient.md;72
Report_Remote-Build-Execution-API.md;17
Report_Remote-Diagnostic-Support.md;22
Report_Remote-Setting.md;37
Report_Replica-Pool.md;22
Report_Reports-API.md;6
Report_Reports-API457.md;1
Report_rePower.md;4
Report_Request-Baskets-API.md;67
Report_Resource-Settings-API.md;7
Report_ResourceHealthMetadata-API-Client.md;24
Report_ResourceManagementClient.md;255
Report_RESTful4Up.md;4
Report_Retail-API.md;159
Report_Revenue,-Registration--Land-Reforms-Department,-Jharkhand.md;6
Report_Revenue--Disaster-Management-Department,-Assam,-Assam.md;2
Report_Revenue-Department,-Odisha.md;6
Report_Revenue-Department---Land-Records,-Karnataka.md;5
Report_Ritc.md;89
Report_RiteKit-API.md;26
Report_Rotten-Tomatoe.md;163
Report_Route53-Recovery-Cluster.md;12
Report_Routing.md;56
Report_Rumble-API.md;273
Report_Run-History-API.md;122
Report_RunCommandsClient.md;16
Report_Runscope-API.md;51
Report_rv-API.md;3
Report_Safe-Browsing-API.md;23
Report_Sailu-Municipal-Council,-Maharashtra.md;2
Report_Sakari.md;31
Report_SalesLoft-Platform.md;174
Report_Sandbox-API.md;12
Report_SAS-Portal-API-(Testing).md;60
Report_SAS-Portal-API.md;60
Report_SBI-General-Insurance-Company-Ltd.md;10
Report_SchedulerManagementClient.md;25
Report_Schema.md;74
Report_SchoolDigger-API-V1.md;10
Report_SCIM.md;103
Report_Scrape-Website-Email-API.md;21
Report_SeaBreezeManagementClient.md;116
Report_Search-Ads-360-API.md;43
Report_Search-Console-API.md;19
Report_Search-Service.md;8
Report_Search.md;178
Report_SearchIndexClient.md;22
Report_SearchLy-API-v1.md;3
Report_SearchManagementClient.md;52
Report_SearchServiceClient.md;44
Report_Secret-Manager-API.md;52
Report_Security-Center.md;67
Report_Security-Center285.md;13
Report_Security-Center286.md;4
Report_Security-Center287.md;32
Report_Security-Center288.md;10
Report_Security-Center289.md;7
Report_Security-Center290.md;18
Report_Security-Center291.md;12
Report_Security-Center292.md;8
Report_Security-Center293.md;17
Report_Security-Center294.md;7
Report_Security-Center295.md;6
Report_Security-Center296.md;11
Report_Security-Center297.md;10
Report_Security-Center298.md;10
Report_Security-Center299.md;8
Report_Security-Center300.md;23
Report_Security-Center301.md;15
Report_Security-Center302.md;30
Report_Security-Center303.md;7
Report_Security-Center304.md;4
Report_Security-Center305.md;7
Report_Security-Center306.md;18
Report_Security-Center307.md;9
Report_Security-Center308.md;13
Report_Security-Center309.md;12
Report_Security-Center310.md;20
Report_Security-Center311.md;8
Report_Security-Center312.md;9
Report_Security-Command-Center-API.md;9
Report_Security-Insight.md;32
Report_Security-Token-Service-API.md;2
Report_SEDRA-IV-API.md;2
Report_Seldon-External-API.md;0
Report_Seldon-External-API442.md;8
Report_Seldon-External-API443.md;0
Report_SelectPdf-HTML-To-PDF-API.md;5
Report_Self-Service-Developer-API.md;6
Report_Seller-Service-Metrics-API-405.md;23
Report_Seller-Service-Metrics-API.md;23
Report_Semantic-API.md;9
Report_Semantic-Tile-API.md;2
Report_Semantria.md;272
Report_Send-Person-to-Merchant.md;38
Report_ServerManagement.md;78
Report_Service-Broker.md;45
Report_Service-Consumer-Management-API.md;19
Report_Service-Control-API.md;6
Report_Service-Directory-API.md;42
Report_Service-Management-API.md;54
Report_Service-Map.md;77
Report_Service-Networking-API.md;20
Report_Service-Quota.md;85
Report_Service-Usage-API.md;54
Report_ServiceBusManagementClient.md;197
Report_ServiceBusManagementClient313.md;45
Report_ServiceFabricManagementClient.md;38
Report_ServiceFabricManagementClient314.md;30
Report_Sessions-API.md;3
Report_Shakespeare-API.md;1
Report_SharedImageGalleryServiceClient.md;52
Report_SheerSEO-API.md;6
Report_ShipEngine-API.md;174
Report_Shorten.REST-API-Documentati.md;9
Report_Shotstack.md;8
Report_SignalRManagementClient.md;46
Report_SimplyRETS.md;2
Report_SiriKit-Cloud-Media.md;22
Report_Slack-Web-API.md;612
Report_SlideRoom-API-V2.md;20
Report_Smart-Device-Management-API.md;17
Report_Smartphone-Test-Farm.md;21
Report_SMS-API.md;0
Report_Soccer-v3-Projecti.md;10
Report_Soccer-v3-Score.md;48
Report_Soccer-v3-Stat.md;67
Report_Social-Justice-and-Empowerment-Department,-Rajastha.md;2
Report_Socio-demo-API.md;4
Report_Software-Plan-RP.md;23
Report_Solar-VPS.md;69
Report_Sonar-Trading.md;13
Report_SoundCloud-Public-API-Specificati.md;60
Report_Space-Radiation-API.md;14
Report_SpectroCoin-Merchant.md;3
Report_Spell-Check-Client.md;2
Report_Spending-Pulse.md;3
Report_Spinitron-v2-API.md;11
Report_SportsData-API.md;16
Report_Spotify-Web-API.md;128
Report_SqlManagementClient.md;18
Report_SqlManagementClient315.md;9
Report_SqlManagementClient316.md;7
Report_SqlManagementClient317.md;7
Report_SqlManagementClient318.md;12
Report_SqlManagementClient319.md;18
Report_SqlManagementClient320.md;9
Report_SqlManagementClient321.md;20
Report_SqlManagementClient322.md;12
Report_SqlManagementClient323.md;7
Report_SqlManagementClient324.md;11
Report_SqlManagementClient325.md;12
Report_SqlManagementClient326.md;10
Report_SqlManagementClient327.md;15
Report_SqlManagementClient328.md;8
Report_SqlManagementClient329.md;12
Report_SqlManagementClient330.md;11
Report_SqlManagementClient331.md;7
Report_SqlManagementClient332.md;14
Report_SqlManagementClient333.md;14
Report_SqlManagementClient334.md;23
Report_SqlManagementClient335.md;28
Report_SqlManagementClient336.md;4
Report_SqlManagementClient337.md;7
Report_SqlManagementClient338.md;7
Report_SqlManagementClient339.md;3
Report_SqlManagementClient340.md;3
Report_SqlManagementClient341.md;8
Report_SqlManagementClient342.md;6
Report_SqlManagementClient343.md;19
Report_SqlManagementClient344.md;11
Report_SqlManagementClient345.md;51
Report_SqlManagementClient347.md;16
Report_SqlManagementClient348.md;20
Report_SqlManagementClient349.md;30
Report_SqlManagementClient350.md;14
Report_SqlManagementClient352.md;28
Report_SqlManagementClient353.md;21
Report_SqlManagementClient354.md;107
Report_SqlManagementClient355.md;52
Report_SqlManagementClient356.md;25
Report_SqlManagementClient357.md;6
Report_SqlManagementClient358.md;19
Report_SqlManagementClient359.md;11
Report_SqlManagementClient360.md;27
Report_SqlManagementClient361.md;11
Report_SqlManagementClient362.md;3
Report_SqlManagementClient363.md;26
Report_SqlManagementClient365.md;5
Report_SqlManagementClient369.md;8
Report_SqlManagementClient370.md;5
Report_SqlManagementClient371.md;8
Report_SqlManagementClient372.md;12
Report_SqlManagementClient373.md;21
Report_SqlManagementClient374.md;8
Report_SqlManagementClient376.md;21
Report_SqlManagementClient377.md;12
Report_SqlManagementClient378.md;3
Report_SqlManagementClient379.md;10
Report_SqlManagementClient380.md;27
Report_SqlManagementClient382.md;12
Report_SqlManagementClient384.md;25
Report_SqlManagementClient385.md;51
Report_SqlManagementClient386.md;27
Report_SqlManagementClient387.md;14
Report_SqlManagementClient388.md;3
Report_SqlManagementClient389.md;14
Report_SqlManagementClient390.md;19
Report_SqlVirtualMachineManagementClient.md;51
Report_Square-Connect-API.md;557
Report_Stackdriver-Profiler-API.md;11
Report_Starwars-Translations-API.md;3
Report_Stat.md;163
Report_State-Transport-Department,-Telangana.md;4
Report_Stationsdatenbereitstellung.md;5
Report_StatSocial-Platform-API.md;27
Report_Statutory-Instruments-API.md;38
Report_Stoplight.md;6
Report_Storage-Cache-Mgmt-Client.md;47
Report_Storage-Transfer-API.md;37
Report_StorageImportExport.md;30
Report_StorageManagementClient.md;2
Report_StorageManagementClient146.md;10
Report_StorageManagementClient147.md;14
Report_StorageManagementClient148.md;24
Report_StorageManagementClient149.md;10
Report_StorageManagementClient150.md;7
Report_StorageManagementClient151.md;13
Report_StorageManagementClient152.md;4
Report_StorageManagementClient153.md;15
Report_StorageManagementClient154.md;10
Report_StorageManagementClient391.md;83
Report_StorageManagementClient392.md;45
Report_StorageManagementClient393.md;18
Report_StorageManagementClient394.md;6
Report_Storecove-API.md;92
Report_Storm-Glass-Marine-Weather.md;3
Report_StorSimple8000SeriesManagementClient.md;311
Report_StorSimpleManagementClient.md;289
Report_Story.md;40
Report_StreamAnalyticsManagementClient.md;18
Report_StreamAnalyticsManagementClient395.md;13
Report_StreamAnalyticsManagementClient396.md;13
Report_StreamAnalyticsManagementClient397.md;29
Report_StreamAnalyticsManagementClient398.md;2
Report_StreamAnalyticsManagementClient399.md;3
Report_Street-View-Publish-API.md;53
Report_Subaccounts-API.md;3
Report_Subscripti.md;15
Report_SubscriptionClient.md;7
Report_SubscriptionClient140.md;6
Report_SubscriptionClient284.md;8
Report_SubscriptionClient400.md;4
Report_SubscriptionClient401.md;44
Report_SubscriptionDefinitionsClient.md;20
Report_SubscriptionsManagementClient.md;12
Report_SubscriptionsManagementClient112.md;13
Report_SubscriptionsManagementClient116.md;6
Report_SubscriptionsManagementClient119.md;10
Report_SubscriptionsManagementClient121.md;20
Report_SubscriptionsManagementClient128.md;4
Report_SubscriptionsManagementClient94.md;6
Report_SubscriptionsManagementClient95.md;4
Report_SubscriptionsManagementClient97.md;10
Report_Swagger-API-REST-for-Patrowl-Engine.md;16
Report_Swagger-Generator.md;1
Report_Swagger2OpenAPI-Converter.md;2
Report_SwaggerHub-Registry-API.md;100
Report_Swiss-NextGen-Banking-API-Framework.md;213
Report_SYNQ-Vide.md;11
Report_Synthetic.md;23
Report_Tafqit.md;1
Report_Tag-Manager-API.md;165
Report_TAGGUN-Receipt-OCR-Scanning-API.md;30
Report_Tamil-Nadu-State-Board-(Tamil-Nadu-Directorate-of-Government-Examinations),-Tamil-Nadu.md;4
Report_Tasks-API.md;25
Report_Tata-AIA-Life-Insurance-Co.-Ltd.md;4
Report_Tata-AIG-General-Insurance-Company-Ltd.md;2
Report_Taunt-as-a-service.md;0
Report_Taxam.md;138
Report_Taxonomy-API.md;58
Report_Taxrates.io-API.md;7
Report_TechPort.md;9
Report_Text-Analytics--Sentiment-Analysis-API-api.text2data.com.md;13
Report_Text-Analytics-Client.md;10
Report_The-Blue-Alliance-API-v3.md;205
Report_The-Consumer-Financial-Protection-Bureau.md;17
Report_The-Jira-Cloud-platform-REST-A.md;1922
Report_The-Mercure-protocol.md;17
Report_The-Noun-Project.md;38
Report_The-Oriental-Insurance-Co.-Ltd.md;20
Report_The-Punjab-State-Board-of-Technical-Education--Industrial-Training.md;2
Report_The-SMS-Works-API.md;34
Report_The-SureVoIP-RESTful-API.md;69
Report_The-Water-Linked-Underwater-GPS-API.md;88
Report_TheTVDB-API-v3.md;27
Report_They-Said-So-Quotes-API.md;50
Report_ticketmaster-publish-api.md;20
Report_Times-Newswire-API.md;14
Report_TimeSeriesInsightsClient.md;41
Report_TimesTags-API.md;2
Report_TinyUID.com.md;2
Report_Tisane-API-Documentati.md;3
Report_Top-Storie.md;2
Report_TopLevelDomains-API-Client.md;11
Report_topupsapi.md;0
Report_Traccar.md;96
Report_Tradematic-Cloud-API.md;113
Report_Tradework.md;24
Report_Traffic-Director-API.md;5
Report_TrafficManagerManagementClient.md;38
Report_TrafficManagerManagementClient402.md;9
Report_Transcoder-API.md;13
Report_Transform.md;4
Report_TransitFeeds-API.md;13
Report_Translation-API.md;1
Report_Transport-Department,-Andaman--Nicobar.md;4
Report_Transport-Department,-Andhra-Pradesh.md;4
Report_Transport-Department,-Arunachal-Pradesh.md;4
Report_Transport-Department,-Assam.md;4
Report_Transport-Department,-Bihar.md;4
Report_Transport-Department,-Chhattisgarh.md;4
Report_Transport-Department,-Dadra--Nagar-Haveli.md;4
Report_Transport-Department,-Daman--Diu.md;4
Report_Transport-Department,-Delhi.md;4
Report_Transport-Department,-Goa.md;4
Report_Transport-Department,-Gujarat.md;4
Report_Transport-Department,-Haryana.md;4
Report_Transport-Department,-Himachal-Pradesh.md;4
Report_Transport-Department,-Jammu--Kashmir.md;4
